"","State_Full","Area_Name","POP_ESTIMATE_2019","POP_ESTIMATE_2018"
"2553","Tennessee","Stewart","13715","13619"
"2554","Tennessee","Sullivan","158348","157599"
"2555","Tennessee","Sumner","191283","187490"
"2556","Tennessee","Tipton","61599","61576"
"2557","Tennessee","Trousdale","11284","11033"
"2558","Tennessee","Unicoi","17883","17822"
"2559","Tennessee","Union","19972","19689"
"2560","Tennessee","Van Buren","5872","5763"
"2561","Tennessee","Warren","41277","40826"
"2562","Tennessee","Washington","129375","128661"
"2563","Tennessee","Wayne","16673","16635"
"2564","Tennessee","Weakley","33328","33413"
"2565","Tennessee","White","27345","27086"
"2566","Tennessee","Williamson","238412","231978"
"2567","Tennessee","Wilson","144657","140954"
"2568","Texas","Texas","28995881","28628666"
"2569","Texas","Anderson","57735","57974"
"2570","Texas","Andrews","18705","18011"
"2571","Texas","Angelina","86715","86810"
"2572","Texas","Aransas","23510","23446"
"2573","Texas","Archer","8553","8700"
"2574","Texas","Armstrong","1887","1879"
"2575","Texas","Atascosa","51153","50322"
"2576","Texas","Austin","30032","29965"
"2577","Texas","Bailey","7000","7015"
"2578","Texas","Bandera","23112","22792"
"2579","Texas","Bastrop","88723","86595"
"2580","Texas","Baylor","3509","3573"
"2581","Texas","Bee","32565","32467"
"2582","Texas","Bell","362924","355397"
"2583","Texas","Bexar","2003554","1981187"
"2584","Texas","Blanco","11931","11648"
"2585","Texas","Borden","654","647"
"2586","Texas","Bosque","18685","18629"
"2587","Texas","Bowie","93245","93688"
"2588","Texas","Brazoria","374264","368887"
"2589","Texas","Brazos","229211","225781"
"2590","Texas","Brewster","9203","9272"
"2591","Texas","Briscoe","1546","1512"
"2592","Texas","Brooks","7093","7099"
"2593","Texas","Brown","37864","37820"
"2594","Texas","Burleson","18443","18335"
"2595","Texas","Burnet","48155","47344"
"2596","Texas","Caldwell","43664","43161"
"2597","Texas","Calhoun","21290","21504"
"2598","Texas","Callahan","13943","13990"
"2599","Texas","Cameron","423163","422139"
"2600","Texas","Camp","13094","12983"
"2601","Texas","Carson","5926","6007"
"2602","Texas","Cass","30026","30106"
"2603","Texas","Castro","7530","7588"
"2604","Texas","Chambers","43837","42227"
"2605","Texas","Cherokee","52646","52381"
"2606","Texas","Childress","7306","7315"
"2607","Texas","Clay","10471","10448"
"2608","Texas","Cochran","2853","2831"
"2609","Texas","Coke","3387","3355"
"2610","Texas","Coleman","8175","8367"
"2611","Texas","Collin","1034730","1004307"
"2612","Texas","Collingsworth","2920","2942"
"2613","Texas","Colorado","21493","21305"
"2614","Texas","Comal","156209","148141"
"2615","Texas","Comanche","13635","13540"
"2616","Texas","Concho","2726","2683"
"2617","Texas","Cooke","41257","40504"
"2618","Texas","Coryell","75951","74741"
"2619","Texas","Cottle","1398","1382"
"2620","Texas","Crane","4797","4755"
"2621","Texas","Crockett","3464","3439"
"2622","Texas","Crosby","5737","5764"
"2623","Texas","Culberson","2171","2194"
"2624","Texas","Dallam","7287","7303"
"2625","Texas","Dallas","2635516","2629350"
"2626","Texas","Dawson","12728","12605"
"2627","Texas","Deaf Smith","18546","18711"
"2628","Texas","Delta","5331","5332"
"2629","Texas","Denton","887207","858741"
"2630","Texas","DeWitt","20160","20106"
"2631","Texas","Dickens","2211","2218"
"2632","Texas","Dimmit","10124","10195"
"2633","Texas","Donley","3278","3315"
"2634","Texas","Duval","11157","11147"
"2635","Texas","Eastland","18360","18319"
"2636","Texas","Ector","166223","161960"
"2637","Texas","Edwards","1932","1908"
"2638","Texas","Ellis","184826","179006"
"2639","Texas","El Paso","839238","836825"
"2640","Texas","Erath","42698","42223"
"2641","Texas","Falls","17297","17231"
"2642","Texas","Fannin","35514","35185"
"2643","Texas","Fayette","25346","25278"
"2644","Texas","Fisher","3830","3821"
"2645","Texas","Floyd","5712","5783"
"2646","Texas","Foard","1155","1191"
"2647","Texas","Fort Bend","811688","788081"
"2648","Texas","Franklin","10725","10778"
"2649","Texas","Freestone","19717","19789"
"2650","Texas","Frio","20306","20211"
"2651","Texas","Gaines","21492","20820"
"2652","Texas","Galveston","342139","337858"
"2653","Texas","Garza","6229","6243"
"2654","Texas","Gillespie","26988","26702"
"2655","Texas","Glasscock","1409","1391"
"2656","Texas","Goliad","7658","7588"
"2657","Texas","Gonzales","20837","20781"
"2658","Texas","Gray","21886","22051"
"2659","Texas","Grayson","136212","133787"
"2660","Texas","Gregg","123945","123251"
"2661","Texas","Grimes","28880","28291"
"2662","Texas","Guadalupe","166847","163276"
"2663","Texas","Hale","33406","33631"
"2664","Texas","Hall","2964","3025"
"2665","Texas","Hamilton","8461","8477"
"2666","Texas","Hansford","5399","5470"
"2667","Texas","Hardeman","3933","3929"
"2668","Texas","Hardin","57602","57107"
"2669","Texas","Harris","4713325","4680045"
"2670","Texas","Harrison","66553","66584"
"2671","Texas","Hartley","5576","5611"
"2672","Texas","Haskell","5658","5699"
"2673","Texas","Hays","230191","222706"
"2674","Texas","Hemphill","3819","3845"
"2675","Texas","Henderson","82737","82103"
"2676","Texas","Hidalgo","868707","862298"
"2677","Texas","Hill","36649","36165"
"2678","Texas","Hockley","23021","22971"
"2679","Texas","Hood","61643","60177"
"2680","Texas","Hopkins","37084","36738"
"2681","Texas","Houston","22968","23068"
"2682","Texas","Howard","36664","35925"
"2683","Texas","Hudspeth","4886","4788"
"2684","Texas","Hunt","98594","96606"
"2685","Texas","Hutchinson","20938","21119"
"2686","Texas","Irion","1536","1516"
"2687","Texas","Jack","8935","8825"
"2688","Texas","Jackson","14760","14834"
"2689","Texas","Jasper","35529","35769"
"2690","Texas","Jeff Davis","2274","2243"
"2691","Texas","Jefferson","251565","253234"
"2692","Texas","Jim Hogg","5200","5192"
"2693","Texas","Jim Wells","40482","40756"
"2694","Texas","Johnson","175817","171121"
"2695","Texas","Jones","20083","19866"
"2696","Texas","Karnes","15601","15660"
"2697","Texas","Kaufman","136154","128279"
"2698","Texas","Kendall","47431","45603"
"2699","Texas","Kenedy","404","437"
"2700","Texas","Kent","762","726"
"2701","Texas","Kerr","52600","52415"
"2702","Texas","Kimble","4337","4338"
"2703","Texas","King","272","276"
"2704","Texas","Kinney","3667","3692"
"2705","Texas","Kleberg","30680","30722"
"2706","Texas","Knox","3664","3662"
"2707","Texas","Lamar","49859","49729"
"2708","Texas","Lamb","12893","13103"
"2709","Texas","Lampasas","21428","21134"
"2710","Texas","La Salle","7520","7493"
"2711","Texas","Lavaca","20154","20114"
"2712","Texas","Lee","17239","17097"
"2713","Texas","Leon","17404","17260"
"2714","Texas","Liberty","88219","85802"
"2715","Texas","Limestone","23437","23343"
"2716","Texas","Lipscomb","3233","3342"
"2717","Texas","Live Oak","12207","12148"
"2718","Texas","Llano","21795","21600"
"2719","Texas","Loving","169","148"
"2720","Texas","Lubbock","310569","307627"
"2721","Texas","Lynn","5951","5848"
"2722","Texas","McCulloch","7984","7982"
"2723","Texas","McLennan","256623","254196"
"2724","Texas","McMullen","743","731"
"2725","Texas","Madison","14284","14363"
"2726","Texas","Marion","9854","9915"
"2727","Texas","Martin","5771","5681"
"2728","Texas","Mason","4274","4259"
"2729","Texas","Matagorda","36643","36566"
"2730","Texas","Maverick","58722","58276"
"2731","Texas","Medina","51584","50862"
"2732","Texas","Menard","2138","2120"
"2733","Texas","Midland","176832","172505"
"2734","Texas","Milam","24823","25045"
"2735","Texas","Mills","4873","4883"
"2736","Texas","Mitchell","8545","8525"
"2737","Texas","Montague","19818","19584"
"2738","Texas","Montgomery","607391","589770"
"2739","Texas","Moore","20940","21083"
"2740","Texas","Morris","12388","12303"
"2741","Texas","Motley","1200","1232"
"2742","Texas","Nacogdoches","65204","65161"
"2743","Texas","Navarro","50113","49536"
"2744","Texas","Newton","13595","13751"
"2745","Texas","Nolan","14714","14799"
"2746","Texas","Nueces","362294","362026"
"2747","Texas","Ochiltree","9836","9866"
"2748","Texas","Oldham","2112","2118"
"2749","Texas","Orange","83396","83474"
"2750","Texas","Palo Pinto","29189","28874"
"2751","Texas","Panola","23194","23142"
"2752","Texas","Parker","142878","138070"
"2753","Texas","Parmer","9605","9719"
"2754","Texas","Pecos","15823","15709"
"2755","Texas","Polk","51353","49955"
"2756","Texas","Potter","117415","118711"
"2757","Texas","Presidio","6704","6856"
"2758","Texas","Rains","12514","12147"
"2759","Texas","Randall","137713","135691"
"2760","Texas","Reagan","3849","3736"
"2761","Texas","Real","3452","3477"
"2762","Texas","Red River","12023","12143"
"2763","Texas","Reeves","15976","15513"
"2764","Texas","Refugio","6948","7000"
"2765","Texas","Roberts","854","898"
"2766","Texas","Robertson","17074","17219"
"2767","Texas","Rockwall","104915","100546"
"2768","Texas","Runnels","10264","10178"
"2769","Texas","Rusk","54406","54301"
"2770","Texas","Sabine","10542","10576"
"2771","Texas","San Augustine","8237","8254"
"2772","Texas","San Jacinto","28859","28717"
"2773","Texas","San Patricio","66730","66671"
"2774","Texas","San Saba","6055","6060"
"2775","Texas","Schleicher","2793","2880"
"2776","Texas","Scurry","16703","16812"
"2777","Texas","Shackelford","3265","3256"
"2778","Texas","Shelby","25274","25307"
"2779","Texas","Sherman","3022","3101"
"2780","Texas","Smith","232751","229749"
"2781","Texas","Somervell","9128","9030"
"2782","Texas","Starr","64633","64249"
"2783","Texas","Stephens","9366","9405"
"2784","Texas","Sterling","1291","1304"
"2785","Texas","Stonewall","1350","1352"
"2786","Texas","Sutton","3776","3752"
"2787","Texas","Swisher","7397","7413"
"2788","Texas","Tarrant","2102515","2081446"
"2789","Texas","Taylor","138034","137294"
"2790","Texas","Terrell","776","810"
"2791","Texas","Terry","12337","12344"
"2792","Texas","Throckmorton","1501","1504"
"2793","Texas","Titus","32750","32743"
"2794","Texas","Tom Green","119200","118014"
"2795","Texas","Travis","1273954","1246572"
"2796","Texas","Trinity","14651","14688"
"2797","Texas","Tyler","21672","21609"
"2798","Texas","Upshur","41753","41179"
"2799","Texas","Upton","3657","3637"
"2800","Texas","Uvalde","26741","26787"
"2801","Texas","Val Verde","49025","48988"
"2802","Texas","Van Zandt","56590","55966"
"2803","Texas","Victoria","92084","91878"
"2804","Texas","Walker","72971","73136"
"2805","Texas","Waller","55246","53512"
"2806","Texas","Ward","11998","11709"
"2807","Texas","Washington","35882","35496"
"2808","Texas","Webb","276652","275120"
"2809","Texas","Wharton","41556","41499"
"2810","Texas","Wheeler","5056","5158"
"2811","Texas","Wichita","132230","131807"
"2812","Texas","Wilbarger","12769","12777"
"2813","Texas","Willacy","21358","21450"
"2814","Texas","Williamson","590551","566463"
"2815","Texas","Wilson","51070","50196"
"2816","Texas","Winkler","8010","7778"
"2817","Texas","Wise","69984","68284"
"2818","Texas","Wood","45539","45157"
"2819","Texas","Yoakum","8713","8590"
"2820","Texas","Young","18010","17986"
"2821","Texas","Zapata","14179","14149"
"2822","Texas","Zavala","11840","11969"
"2823","Utah","Utah","3205958","3153550"
"2824","Utah","Beaver","6710","6625"
"2825","Utah","Box Elder","56046","54906"
"2826","Utah","Cache","128289","126400"
"2827","Utah","Carbon","20463","20233"
"2828","Utah","Daggett","950","974"
"2829","Utah","Davis","355481","351101"
"2830","Utah","Duchesne","19938","19943"
"2831","Utah","Emery","10012","10003"
"2832","Utah","Garfield","5051","5002"
"2833","Utah","Grand","9754","9686"
"2834","Utah","Iron","54839","52678"
"2835","Utah","Juab","12017","11629"
"2836","Utah","Kane","7886","7677"
"2837","Utah","Millard","13188","12987"
"2838","Utah","Morgan","12124","11956"
"2839","Utah","Piute","1479","1438"
"2840","Utah","Rich","2483","2456"
"2841","Utah","Salt Lake","1160437","1148692"
"2842","Utah","San Juan","15308","15358"
"2843","Utah","Sanpete","30939","30503"
"2844","Utah","Sevier","21620","21497"
"2845","Utah","Summit","42145","41890"
"2846","Utah","Tooele","72259","69989"
"2847","Utah","Uintah","35734","35405"
"2848","Utah","Utah","636235","621520"
"2849","Utah","Wasatch","34091","33067"
"2850","Utah","Washington","177556","171567"
"2851","Utah","Wayne","2711","2671"
"2852","Utah","Weber","260213","255697"
"2853","Vermont","Vermont","623989","624358"
"2854","Vermont","Addison","36777","36873"
"2855","Vermont","Bennington","35470","35520"
"2856","Vermont","Caledonia","29993","30236"
"2857","Vermont","Chittenden","163774","163571"
"2858","Vermont","Essex","6163","6234"
"2859","Vermont","Franklin","49402","49258"
"2860","Vermont","Grand Isle","7235","7110"
"2861","Vermont","Lamoille","25362","25295"
"2862","Vermont","Orange","28892","28888"
"2863","Vermont","Orleans","27037","26859"
"2864","Vermont","Rutland","58191","58596"
"2865","Vermont","Washington","58409","58079"
"2866","Vermont","Windham","42222","42635"
"2867","Vermont","Windsor","55062","55204"
"2868","Virginia","Virginia","8535519","8501286"
"2869","Virginia","Accomack","32316","32581"
"2870","Virginia","Albemarle","109330","108377"
"2871","Virginia","Alleghany","14860","14986"
"2872","Virginia","Amelia","13145","13057"
"2873","Virginia","Amherst","31605","31684"
"2874","Virginia","Appomattox","15911","15881"
"2875","Virginia","Arlington","236842","236025"
"2876","Virginia","Augusta","75558","75535"
"2877","Virginia","Bath","4147","4253"
"2878","Virginia","Bedford","78997","78882"
"2879","Virginia","Bland","6280","6303"
"2880","Virginia","Botetourt","33419","33352"
"2881","Virginia","Brunswick","16231","16336"
"2882","Virginia","Buchanan","21004","21369"
"2883","Virginia","Buckingham","17148","17043"
"2884","Virginia","Campbell","54885","55137"
"2885","Virginia","Caroline","30725","30751"
"2886","Virginia","Carroll","29791","29741"
"2887","Virginia","Charles City","6963","7000"
"2888","Virginia","Charlotte","11880","11944"
"2889","Virginia","Chesterfield","352802","348281"
"2890","Virginia","Clarke","14619","14511"
"2891","Virginia","Craig","5131","5102"
"2892","Virginia","Culpeper","52605","51795"
"2893","Virginia","Cumberland","9932","9857"
"2894","Virginia","Dickenson","14318","14526"
"2895","Virginia","Dinwiddie","28544","28633"
"2896","Virginia","Essex","10953","10896"
"2897","Virginia","Fairfax","1147532","1148463"
"2898","Virginia","Fauquier","71222","70642"
"2899","Virginia","Floyd","15749","15790"
"2900","Virginia","Fluvanna","27270","26898"
"2901","Virginia","Franklin","56042","56191"
"2902","Virginia","Frederick","89313","88173"
"2903","Virginia","Giles","16720","16799"
"2904","Virginia","Gloucester","37348","37341"
"2905","Virginia","Goochland","23753","23219"
"2906","Virginia","Grayson","15550","15635"
"2907","Virginia","Greene","19819","19692"
"2908","Virginia","Greensville","11336","11432"
"2909","Virginia","Halifax","33911","34181"
"2910","Virginia","Hanover","107766","106886"
"2911","Virginia","Henrico","330818","328993"
"2912","Virginia","Henry","50557","51050"
"2913","Virginia","Highland","2190","2208"
"2914","Virginia","Isle of Wight","37109","36972"
"2915","Virginia","James City","76523","76033"
"2916","Virginia","King and Queen","7025","7045"
"2917","Virginia","King George","26836","26612"
"2918","Virginia","King William","17148","16919"
"2919","Virginia","Lancaster","10603","10696"
"2920","Virginia","Lee","23423","23656"
"2921","Virginia","Loudoun","413538","405522"
"2922","Virginia","Louisa","37591","36784"
"2923","Virginia","Lunenburg","12196","12215"
"2924","Virginia","Madison","13261","13248"
"2925","Virginia","Mathews","8834","8792"
"2926","Virginia","Mecklenburg","30587","30624"
"2927","Virginia","Middlesex","10582","10733"
"2928","Virginia","Montgomery","98535","98532"
"2929","Virginia","Nelson","14930","14862"
"2930","Virginia","New Kent","23091","22317"
"2931","Virginia","Northampton","11710","11761"
"2932","Virginia","Northumberland","12095","12168"
"2933","Virginia","Nottoway","15232","15400"
"2934","Virginia","Orange","37051","36598"
"2935","Virginia","Page","23902","23972"
"2936","Virginia","Patrick","17608","17663"
"2937","Virginia","Pittsylvania","60354","60901"
"2938","Virginia","Powhatan","29652","29210"
"2939","Virginia","Prince Edward","22802","22906"
"2940","Virginia","Prince George","38353","37993"
"2941","Virginia","Prince William","470335","466235"
"2942","Virginia","Pulaski","34027","34060"
"2943","Virginia","Rappahannock","7370","7345"
"2944","Virginia","Richmond","9023","8970"
"2945","Virginia","Roanoke","94186","94086"
"2946","Virginia","Rockbridge","22573","22761"
"2947","Virginia","Rockingham","81948","81261"
"2948","Virginia","Russell","26586","26795"
"2949","Virginia","Scott","21566","21672"
"2950","Virginia","Shenandoah","43616","43473"
"2951","Virginia","Smyth","30104","30454"
"2952","Virginia","Southampton","17631","17713"
"2953","Virginia","Spotsylvania","136215","134011"
"2954","Virginia","Stafford","152882","149824"
"2955","Virginia","Surry","6422","6463"
"2956","Virginia","Sussex","11159","11241"
"2957","Virginia","Tazewell","40595","41058"
"2958","Virginia","Warren","40164","40006"
"2959","Virginia","Washington","53740","54067"
"2960","Virginia","Westmoreland","18015","17817"
"2961","Virginia","Wise","37383","37875"
"2962","Virginia","Wythe","28684","28698"
"2963","Virginia","York","68280","67976"
"2964","Virginia","Alexandria city","159428","159069"
"2965","Virginia","Bristol city","16762","16685"
"2966","Virginia","Buena Vista city","6478","6494"
"2967","Virginia","Charlottesville city","47266","47506"
"2968","Virginia","Chesapeake city","244835","242359"
"2969","Virginia","Colonial Heights city","17370","17504"
"2970","Virginia","Covington city","5538","5578"
"2971","Virginia","Danville city","40044","40649"
"2972","Virginia","Emporia city","5346","5363"
"2973","Virginia","Fairfax city","24019","23725"
"2974","Virginia","Falls Church city","14617","14467"
"2975","Virginia","Franklin city","7967","8089"
"2976","Virginia","Fredericksburg city","29036","29171"
"2977","Virginia","Galax city","6347","6348"
"2978","Virginia","Hampton city","134510","134330"
"2979","Virginia","Harrisonburg city","53016","53488"
"2980","Virginia","Hopewell city","22529","22478"
"2981","Virginia","Lexington city","7446","7297"
"2982","Virginia","Lynchburg city","82168","81309"
"2983","Virginia","Manassas city","41085","41046"
"2984","Virginia","Manassas Park city","17478","17718"
"2985","Virginia","Martinsville city","12554","12627"
"2986","Virginia","Newport News city","179225","178523"
"2987","Virginia","Norfolk city","242742","243585"
"2988","Virginia","Norton city","3981","3972"
"2989","Virginia","Petersburg city","31346","31056"
"2990","Virginia","Poquoson city","12271","12169"
"2991","Virginia","Portsmouth city","94398","94750"
"2992","Virginia","Radford city","18249","18101"
"2993","Virginia","Richmond city","230436","229221"
"2994","Virginia","Roanoke city","99143","99009"
"2995","Virginia","Salem city","25301","25293"
"2996","Virginia","Staunton city","24932","24562"
"2997","Virginia","Suffolk city","92108","90975"
"2998","Virginia","Virginia Beach city","449974","449849"
"2999","Virginia","Waynesboro city","22630","22531"
"3000","Virginia","Williamsburg city","14954","15002"
"3001","Virginia","Winchester city","28078","27962"
"3002","Washington","Washington","7614893","7523869"
"3003","Washington","Adams","19983","19736"
"3004","Washington","Asotin","22582","22616"
"3005","Washington","Benton","204390","201286"
"3006","Washington","Chelan","77200","76752"
"3007","Washington","Clallam","77331","76551"
"3008","Washington","Clark","488241","481427"
"3009","Washington","Columbia","3985","4039"
"3010","Washington","Cowlitz","110593","108752"
"3011","Washington","Douglas","43429","42749"
"3012","Washington","Ferry","7627","7638"
"3013","Washington","Franklin","95222","94003"
"3014","Washington","Garfield","2225","2240"
"3015","Washington","Grant","97733","96672"
"3016","Washington","Grays Harbor","75061","73801"
"3017","Washington","Island","85141","84227"
"3018","Washington","Jefferson","32221","31746"
"3019","Washington","King","2252782","2228364"
"3020","Washington","Kitsap","271473","269276"
"3021","Washington","Kittitas","47935","47358"
"3022","Washington","Klickitat","22425","22136"
"3023","Washington","Lewis","80707","79569"
"3024","Washington","Lincoln","10939","10726"
"3025","Washington","Mason","66768","65380"
"3026","Washington","Okanogan","42243","42117"
"3027","Washington","Pacific","22471","22074"
"3028","Washington","Pend Oreille","13724","13586"
"3029","Washington","Pierce","904980","893756"
"3030","Washington","San Juan","17582","17124"
"3031","Washington","Skagit","129205","127835"
"3032","Washington","Skamania","12083","11919"
"3033","Washington","Snohomish","822083","813059"
"3034","Washington","Spokane","522798","513603"
"3035","Washington","Stevens","45723","45224"
"3036","Washington","Thurston","290536","286056"
"3037","Washington","Wahkiakum","4488","4415"
"3038","Washington","Walla Walla","60760","60615"
"3039","Washington","Whatcom","229247","225197"
"3040","Washington","Whitman","50104","49683"
"3041","Washington","Yakima","250873","250562"
"3042","West Virginia","West Virginia","1792147","1804291"
"3043","West Virginia","Barbour","16441","16487"
"3044","West Virginia","Berkeley","119171","117236"
"3045","West Virginia","Boone","21457","21953"
"3046","West Virginia","Braxton","13957","14076"
"3047","West Virginia","Brooke","21939","22129"
"3048","West Virginia","Cabell","91945","93035"
"3049","West Virginia","Calhoun","7109","7217"
"3050","West Virginia","Clay","8508","8639"
"3051","West Virginia","Doddridge","8448","8556"
"3052","West Virginia","Fayette","42406","42982"
"3053","West Virginia","Gilmer","7823","7898"
"3054","West Virginia","Grant","11568","11630"
"3055","West Virginia","Greenbrier","34662","34792"
"3056","West Virginia","Hampshire","23175","23357"
"3057","West Virginia","Hancock","28810","29079"
"3058","West Virginia","Hardy","13776","13764"
"3059","West Virginia","Harrison","67256","67494"
"3060","West Virginia","Jackson","28576","28695"
"3061","West Virginia","Jefferson","57146","56890"
"3062","West Virginia","Kanawha","178124","180410"
"3063","West Virginia","Lewis","15907","16017"
"3064","West Virginia","Lincoln","20409","20583"
"3065","West Virginia","Logan","32019","32609"
"3066","West Virginia","McDowell","17624","18221"
"3067","West Virginia","Marion","56072","56091"
"3068","West Virginia","Marshall","30531","30821"
"3069","West Virginia","Mason","26516","26752"
"3070","West Virginia","Mercer","58758","59202"
"3071","West Virginia","Mineral","26868","26953"
"3072","West Virginia","Mingo","23424","23851"
"3073","West Virginia","Monongalia","105612","105651"
"3074","West Virginia","Monroe","13275","13289"
"3075","West Virginia","Morgan","17884","17830"
"3076","West Virginia","Nicholas","24496","24835"
"3077","West Virginia","Ohio","41411","41705"
"3078","West Virginia","Pendleton","6969","6984"
"3079","West Virginia","Pleasants","7460","7505"
"3080","West Virginia","Pocahontas","8247","8408"
"3081","West Virginia","Preston","33432","33553"
"3082","West Virginia","Putnam","56450","56642"
"3083","West Virginia","Raleigh","73361","74172"
"3084","West Virginia","Randolph","28695","28814"
"3085","West Virginia","Ritchie","9554","9748"
"3086","West Virginia","Roane","13688","13918"
"3087","West Virginia","Summers","12573","12672"
"3088","West Virginia","Taylor","16695","16828"
"3089","West Virginia","Tucker","6839","6937"
"3090","West Virginia","Tyler","8591","8740"
"3091","West Virginia","Upshur","24176","24372"
"3092","West Virginia","Wayne","39402","39961"
"3093","West Virginia","Webster","8114","8274"
"3094","West Virginia","Wetzel","15065","15259"
"3095","West Virginia","Wirt","5821","5811"
"3096","West Virginia","Wood","83518","84180"
"3097","West Virginia","Wyoming","20394","20784"
"3098","Wisconsin","Wisconsin","5822434","5807406"
"3099","Wisconsin","Adams","20220","20341"
"3100","Wisconsin","Ashland","15562","15587"
"3101","Wisconsin","Barron","45244","45150"
"3102","Wisconsin","Bayfield","15036","15026"
"3103","Wisconsin","Brown","264542","263165"
"3104","Wisconsin","Buffalo","13031","13114"
"3105","Wisconsin","Burnett","15414","15374"
"3106","Wisconsin","Calumet","50089","50132"
"3107","Wisconsin","Chippewa","64658","64109"
"3108","Wisconsin","Clark","34774","34705"
"3109","Wisconsin","Columbia","57532","57333"
"3110","Wisconsin","Crawford","16131","16265"
"3111","Wisconsin","Dane","546695","541948"
"3112","Wisconsin","Dodge","87839","87833"
"3113","Wisconsin","Door","27668","27589"
"3114","Wisconsin","Douglas","43150","43143"
"3115","Wisconsin","Dunn","45368","45091"
"3116","Wisconsin","Eau Claire","104646","104355"
"3117","Wisconsin","Florence","4295","4294"
"3118","Wisconsin","Fond du Lac","103403","103001"
"3119","Wisconsin","Forest","9004","8977"
"3120","Wisconsin","Grant","51439","51444"
"3121","Wisconsin","Green","36960","36924"
"3122","Wisconsin","Green Lake","18913","18849"
"3123","Wisconsin","Iowa","23678","23722"
"3124","Wisconsin","Iron","5687","5687"
"3125","Wisconsin","Jackson","20643","20472"
"3126","Wisconsin","Jefferson","84769","85049"
"3127","Wisconsin","Juneau","26687","26593"
"3128","Wisconsin","Kenosha","169561","168926"
"3129","Wisconsin","Kewaunee","20434","20395"
"3130","Wisconsin","La Crosse","118016","118041"
"3131","Wisconsin","Lafayette","16665","16672"
"3132","Wisconsin","Langlade","19189","19236"
"3133","Wisconsin","Lincoln","27593","27673"
"3134","Wisconsin","Manitowoc","78981","79015"
"3135","Wisconsin","Marathon","135692","135421"
"3136","Wisconsin","Marinette","40350","40402"
"3137","Wisconsin","Marquette","15574","15418"
"3138","Wisconsin","Menominee","4556","4595"
"3139","Wisconsin","Milwaukee","945726","946969"
"3140","Wisconsin","Monroe","46253","46141"
"3141","Wisconsin","Oconto","37930","37824"
"3142","Wisconsin","Oneida","35595","35444"
"3143","Wisconsin","Outagamie","187885","186879"
"3144","Wisconsin","Ozaukee","89221","89059"
"3145","Wisconsin","Pepin","7287","7304"
"3146","Wisconsin","Pierce","42754","42592"
"3147","Wisconsin","Polk","43783","43568"
"3148","Wisconsin","Portage","70772","70850"
"3149","Wisconsin","Price","13351","13357"
"3150","Wisconsin","Racine","196311","196357"
"3151","Wisconsin","Richland","17252","17397"
"3152","Wisconsin","Rock","163354","162874"
"3153","Wisconsin","Rusk","14178","14110"
"3154","Wisconsin","St. Croix","90687","89688"
"3155","Wisconsin","Sauk","64442","64318"
"3156","Wisconsin","Sawyer","16558","16464"
"3157","Wisconsin","Shawano","40899","40771"
"3158","Wisconsin","Sheboygan","115340","115233"
"3159","Wisconsin","Taylor","20343","20364"
"3160","Wisconsin","Trempealeau","29649","29494"
"3161","Wisconsin","Vernon","30822","30772"
"3162","Wisconsin","Vilas","22195","21928"
"3163","Wisconsin","Walworth","103868","103550"
"3164","Wisconsin","Washburn","15720","15837"
"3165","Wisconsin","Washington","136034","135445"
"3166","Wisconsin","Waukesha","404198","402522"
"3167","Wisconsin","Waupaca","50990","51130"
"3168","Wisconsin","Waushara","24443","24267"
"3169","Wisconsin","Winnebago","171907","170878"
"3170","Wisconsin","Wood","72999","72954"
"3171","Wyoming","Wyoming","578759","577601"
"3172","Wyoming","Albany","38880","38728"
"3173","Wyoming","Big Horn","11790","11877"
"3174","Wyoming","Campbell","46341","46299"
"3175","Wyoming","Carbon","14800","14879"
"3176","Wyoming","Converse","13822","13658"
"3177","Wyoming","Crook","7584","7445"
"3178","Wyoming","Fremont","39261","39561"
"3179","Wyoming","Goshen","13211","13292"
"3180","Wyoming","Hot Springs","4413","4568"
"3181","Wyoming","Johnson","8445","8446"
"3182","Wyoming","Laramie","99500","98865"
"3183","Wyoming","Lincoln","19830","19445"
"3184","Wyoming","Natrona","79858","79175"
"3185","Wyoming","Niobrara","2356","2400"
"3186","Wyoming","Park","29194","29210"
"3187","Wyoming","Platte","8393","8516"
"3188","Wyoming","Sheridan","30485","30219"
"3189","Wyoming","Sublette","9831","9798"
"3190","Wyoming","Sweetwater","42343","42858"
"3191","Wyoming","Teton","23464","23269"
"3192","Wyoming","Uinta","20226","20292"
"3193","Wyoming","Washakie","7805","7877"
"3194","Wyoming","Weston","6927","6924"
"3195",NA,"Puerto Rico","3193694","3193354"
"3196",NA,"Adjuntas Municipio, Puerto Rico","17363","17289"
"3197",NA,"Aguada Municipio, Puerto Rico","36694","36621"
"3198",NA,"Aguadilla Municipio, Puerto Rico","50265","50574"
"3199",NA,"Aguas Buenas Municipio, Puerto Rico","24814","24796"
"3200",NA,"Aibonito Municipio, Puerto Rico","22108","22124"
"3201",NA,"Añasco Municipio, Puerto Rico","26161","26037"
"3202",NA,"Arecibo Municipio, Puerto Rico","81966","82099"
"3203",NA,"Arroyo Municipio, Puerto Rico","17238","17178"
"3204",NA,"Barceloneta Municipio, Puerto Rico","23727","23456"
"3205",NA,"Barranquitas Municipio, Puerto Rico","27725","27499"
"3206",NA,"Bayamón Municipio, Puerto Rico","169269","170366"
"3207",NA,"Cabo Rojo Municipio, Puerto Rico","47515","47136"
